Service Id,Multi-Tenancy model,Automated Provisioning,Single Sign On,Subscription Based Billing,High Availability,Elastic Infrastructure,Data Security,Application Security,Rate Limiting/QoS,Audit,Security,Scalability,Ease Of Use,Latency,Score
Service_ID : 6511,766,Medium,No,Low,Medium,Strongly Agree,Low,High,85,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 6512,540,Low,Yes,High,Low,Strongly Disagree,Medium,Medium,42,Medium,Medium,Medium,Disagree,High,50.0
Service_ID : 6513,291,Medium,No,Low,High,Strongly Disagree,Medium,High,48,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6514,702,High,Yes,Low,Medium,Strongly Disagree,Low,Low,89,High,Low,High,Disagree,Low,59.375
Service_ID : 6515,859,High,Yes,Low,Medium,Strongly Agree,High,Medium,59,Medium,High,High,Agree,Low,87.5
Service_ID : 6516,717,Low,No,Medium,Medium,Strongly Agree,Low,Low,100,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 6517,346,Medium,Yes,High,Medium,Agree,Medium,Low,65,Low,Low,Medium,Agree,Very Low,73.4375
Service_ID : 6518,351,Medium,Yes,Low,Medium,Strongly Agree,High,Medium,39,High,High,Low,Agree,Low,78.125
Service_ID : 6519,360,Low,No,High,Medium,Agree,Low,High,80,Low,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6520,744,Medium,Yes,Medium,High,Disagree,Medium,Medium,87,Low,Medium,High,Agree,Low,79.6875
Service_ID : 6521,416,High,Yes,Low,High,Agree,High,Medium,9,Low,High,Low,Agree,Low,78.125
Service_ID : 6522,894,Medium,Yes,High,Medium,Neutral,Low,Medium,7,Medium,Low,Low,Strongly Agree,High,56.25
Service_ID : 6523,71,Low,Yes,Medium,Medium,Strongly Disagree,Medium,Medium,89,Medium,Medium,Low,Disagree,Low,57.8125
Service_ID : 6524,584,High,Yes,Medium,Medium,Neutral,Medium,Medium,76,Low,Medium,High,Agree,Very Low,85.9375
Service_ID : 6525,722,Low,No,High,High,Disagree,Medium,Medium,68,High,Medium,High,Neutral,Medium,67.1875
Service_ID : 6526,564,Medium,Yes,Low,Medium,Strongly Disagree,Low,High,55,Medium,Low,Medium,Disagree,High,42.1875
Service_ID : 6527,309,Low,No,Low,Low,Agree,Medium,High,32,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6528,255,Medium,No,Low,Low,Neutral,Medium,High,39,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6529,468,High,Yes,Medium,Low,Agree,Medium,Low,18,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6530,998,High,No,Low,High,Neutral,Medium,High,96,Low,High,High,Neutral,Low,81.25
Service_ID : 6531,710,Low,Yes,Low,High,Strongly Disagree,Medium,Low,18,High,Low,Low,Disagree,High,37.5
Service_ID : 6532,645,High,No,Low,Low,Strongly Agree,Low,Medium,14,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6533,388,High,Yes,High,Medium,Agree,Medium,High,50,Medium,High,Medium,Strongly Agree,Very Low,95.3125
Service_ID : 6534,441,Low,No,Medium,Medium,Neutral,Medium,Medium,33,Medium,Medium,Low,Neutral,Medium,57.8125
Service_ID : 6535,832,Medium,Yes,High,Medium,Neutral,Low,High,9,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6536,103,Medium,Yes,High,Medium,Disagree,Medium,High,87,Low,High,Low,Agree,Low,78.125
Service_ID : 6537,282,Medium,Yes,High,High,Agree,High,High,59,Medium,High,Medium,Strongly Agree,Very Low,95.3125
Service_ID : 6538,312,High,No,High,Low,Neutral,Low,High,10,High,Low,Low,Agree,Very High,43.75
Service_ID : 6539,419,Low,No,Medium,Low,Agree,Medium,Low,34,High,Low,Low,Neutral,Very High,37.5
Service_ID : 6540,853,High,No,Low,Medium,Strongly Agree,High,High,38,Low,High,Medium,Neutral,Medium,70.3125
Service_ID : 6541,428,Medium,No,Medium,Medium,Agree,Medium,High,44,Medium,High,Medium,Agree,Medium,76.5625
Service_ID : 6542,377,Medium,No,Medium,Medium,Disagree,Medium,High,74,High,High,Medium,Neutral,Medium,70.3125
Service_ID : 6543,536,Medium,Yes,Medium,High,Strongly Agree,Medium,High,91,Low,High,High,Agree,Very Low,93.75
Service_ID : 6544,623,High,Yes,Medium,Low,Strongly Disagree,High,Low,22,High,Low,Low,Disagree,High,37.5
Service_ID : 6545,720,Medium,No,High,Low,Agree,High,Low,48,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 6546,632,Medium,No,High,High,Disagree,High,Medium,21,Low,High,Low,Neutral,Medium,65.625
Service_ID : 6547,840,High,No,High,High,Strongly Agree,Low,Medium,34,High,Low,Medium,Agree,Low,67.1875
Service_ID : 6548,743,Medium,Yes,Medium,Low,Neutral,Medium,Low,22,High,Low,Medium,Agree,High,54.6875
Service_ID : 6549,824,Low,Yes,Low,Low,Strongly Disagree,High,Low,85,Medium,Low,High,Disagree,High,46.875
Service_ID : 6550,26,Medium,No,Medium,High,Neutral,High,High,8,High,High,Low,Agree,Very High,59.375
Service_ID : 6551,292,High,Yes,Low,High,Strongly Disagree,Low,Low,82,Medium,Low,Medium,Disagree,Low,54.6875
Service_ID : 6552,26,Medium,Yes,Medium,High,Neutral,Low,Low,76,Low,Low,Low,Agree,Very Low,68.75
Service_ID : 6553,138,Low,No,Medium,High,Strongly Disagree,Low,Medium,43,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6554,445,High,Yes,Medium,Low,Agree,High,Medium,68,Medium,High,Medium,Agree,Low,82.8125
Service_ID : 6555,425,Low,Yes,Medium,Medium,Strongly Agree,Medium,Medium,85,Medium,Medium,High,Agree,Low,79.6875
Service_ID : 6556,360,Medium,No,High,Low,Strongly Disagree,Medium,Low,75,High,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6557,791,Medium,No,Medium,High,Strongly Agree,Medium,High,83,Low,High,High,Neutral,Low,81.25
Service_ID : 6558,711,Low,No,Medium,High,Strongly Agree,Medium,Medium,40,Medium,Medium,Medium,Neutral,Medium,62.5
Service_ID : 6559,118,High,No,Low,Low,Strongly Agree,Medium,High,46,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 6560,786,Low,Yes,High,Low,Disagree,High,Low,58,High,Low,High,Disagree,Low,59.375
Service_ID : 6561,40,Medium,No,Medium,Low,Strongly Agree,Medium,High,8,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6562,788,High,No,High,High,Strongly Disagree,Medium,Medium,19,Medium,Medium,Low,Neutral,Medium,57.8125
Service_ID : 6563,939,Low,Yes,High,Medium,Agree,Medium,Low,19,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6564,717,Low,Yes,High,Low,Neutral,Medium,Medium,68,High,Medium,High,Agree,Low,79.6875
Service_ID : 6565,938,High,No,High,High,Agree,Low,High,83,Low,Low,High,Agree,Low,71.875
Service_ID : 6566,980,High,No,Medium,Low,Strongly Agree,High,Low,15,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 6567,377,Low,Yes,High,Medium,Neutral,Low,Low,82,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 6568,785,Low,Yes,Medium,Low,Strongly Agree,High,Medium,62,High,High,High,Agree,Low,87.5
Service_ID : 6569,409,Medium,No,Medium,High,Neutral,Low,Medium,62,Low,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6570,135,High,Yes,High,Low,Strongly Disagree,High,Medium,11,High,High,Low,Agree,High,65.625
Service_ID : 6571,259,Medium,No,High,High,Neutral,High,High,100,High,High,Medium,Agree,Low,82.8125
Service_ID : 6572,128,Low,Yes,High,Low,Strongly Disagree,High,High,95,High,High,Low,Disagree,High,53.125
Service_ID : 6573,426,High,No,Medium,Medium,Agree,Low,Medium,94,High,Low,High,Agree,Low,71.875
Service_ID : 6574,757,Medium,No,Medium,Medium,Strongly Disagree,Low,High,100,High,Low,High,Neutral,Medium,59.375
Service_ID : 6575,243,High,No,High,High,Neutral,Low,High,32,High,Low,Low,Agree,Low,62.5
Service_ID : 6576,985,Low,No,High,High,Agree,High,High,46,Medium,High,High,Agree,Medium,81.25
Service_ID : 6577,439,Low,Yes,Medium,High,Disagree,Medium,Low,12,Low,Low,Low,Disagree,High,37.5
Service_ID : 6578,110,High,Yes,Low,Medium,Disagree,Medium,Low,25,High,Low,Low,Agree,High,50.0
Service_ID : 6579,924,Medium,Yes,Medium,High,Strongly Disagree,Low,High,57,Medium,Low,High,Agree,Low,71.875
Service_ID : 6580,822,Medium,No,Medium,High,Agree,Low,High,72,High,Low,High,Agree,Low,71.875
Service_ID : 6581,764,High,Yes,Low,Low,Strongly Disagree,Medium,High,97,Low,High,High,Disagree,High,62.5
Service_ID : 6582,522,Medium,No,Low,High,Strongly Agree,Medium,Low,37,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 6583,239,Medium,Yes,Low,Low,Strongly Agree,Medium,Low,45,High,Low,Low,Agree,Low,62.5
Service_ID : 6584,947,Medium,Yes,Medium,High,Strongly Agree,Medium,High,37,High,High,Medium,Strongly Agree,Low,89.0625
Service_ID : 6585,935,Low,No,Medium,Low,Disagree,Medium,Low,72,Medium,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 6586,690,High,No,Medium,High,Agree,Medium,Low,61,High,Low,High,Agree,Low,71.875
Service_ID : 6587,120,Medium,Yes,Medium,Medium,Strongly Agree,Medium,Medium,100,Medium,Medium,Low,Strongly Agree,Very Low,82.8125
Service_ID : 6588,301,Low,No,High,High,Neutral,High,High,86,Low,High,Medium,Neutral,Medium,70.3125
Service_ID : 6589,507,Medium,No,Low,Medium,Agree,High,High,47,High,High,Medium,Neutral,Medium,70.3125
Service_ID : 6590,545,Medium,No,Low,Low,Neutral,High,Low,49,Medium,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 6591,838,High,Yes,High,Medium,Agree,High,Medium,90,High,High,High,Strongly Agree,Very Low,100.0
Service_ID : 6592,532,High,No,Low,Low,Disagree,High,Low,69,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 6593,159,Medium,No,Low,Low,Strongly Disagree,High,Low,72,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6594,412,Medium,Yes,Medium,Medium,Neutral,High,Low,15,Medium,Low,Low,Agree,Low,62.5
Service_ID : 6595,757,Medium,No,Medium,High,Strongly Agree,Low,High,72,High,Low,High,Agree,Low,71.875
Service_ID : 6596,494,Medium,No,Medium,Medium,Agree,Medium,Low,32,High,Low,Low,Agree,Medium,56.25
Service_ID : 6597,685,Low,Yes,High,High,Neutral,Medium,High,32,Medium,High,Medium,Agree,Low,82.8125
Service_ID : 6598,69,High,Yes,High,High,Neutral,High,High,7,Medium,High,Low,Strongly Agree,Low,84.375
Service_ID : 6599,402,Medium,No,Low,Low,Strongly Agree,Medium,Low,11,High,Low,Low,Neutral,Very High,37.5
Service_ID : 6600,604,Low,Yes,Medium,High,Disagree,Low,Low,82,Medium,Low,High,Agree,Low,71.875
Service_ID : 6601,862,Medium,Yes,Medium,Low,Agree,Low,High,1,Medium,Low,Low,Agree,High,50.0
Service_ID : 6602,313,Low,No,Medium,High,Disagree,Medium,High,80,High,High,Medium,Neutral,Medium,70.3125
Service_ID : 6603,942,Low,Yes,High,Medium,Strongly Disagree,High,Medium,1,High,High,Low,Disagree,High,53.125
Service_ID : 6604,808,Low,No,Low,Low,Disagree,Low,Low,56,High,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 6605,870,High,No,Medium,Medium,Strongly Agree,High,High,69,Low,High,High,Neutral,Low,81.25
Service_ID : 6606,632,High,No,High,High,Strongly Agree,Low,Medium,18,High,Low,Low,Agree,Medium,56.25
Service_ID : 6607,730,Low,No,Low,High,Agree,High,High,35,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 6608,337,High,Yes,Low,Medium,Disagree,Medium,Low,75,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6609,390,High,Yes,High,Low,Strongly Agree,Medium,Low,51,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 6610,600,Low,Yes,Low,High,Agree,Medium,Low,45,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6611,130,Medium,No,Medium,Medium,Strongly Agree,High,Medium,84,Medium,High,Low,Agree,Low,78.125
Service_ID : 6612,112,Medium,Yes,Medium,Low,Strongly Agree,Medium,Low,54,Low,Low,Low,Disagree,Low,50.0
Service_ID : 6613,244,High,Yes,Low,Medium,Agree,High,High,49,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 6614,229,Medium,No,High,Medium,Agree,Low,Medium,2,Low,Low,Low,Neutral,Very High,37.5
Service_ID : 6615,110,Medium,No,High,High,Disagree,Medium,Low,25,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 6616,526,Low,No,High,Low,Agree,Low,Low,83,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 6617,128,High,Yes,High,Low,Strongly Disagree,Low,High,27,High,Low,Low,Agree,High,50.0
Service_ID : 6618,779,Low,No,Medium,High,Strongly Disagree,High,Medium,79,Medium,High,High,Strongly Disagree,Medium,62.5
Service_ID : 6619,276,Medium,Yes,High,High,Neutral,High,Low,50,Low,Low,Low,Agree,Very Low,68.75
Service_ID : 6620,998,Medium,Yes,Medium,Medium,Neutral,High,High,93,Medium,High,High,Agree,Low,87.5
Service_ID : 6621,623,Medium,Yes,High,High,Neutral,Low,Low,62,High,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 6622,259,Low,Yes,Medium,High,Strongly Disagree,Low,Low,25,Low,Low,Low,Disagree,High,37.5
Service_ID : 6623,423,Low,No,Medium,Low,Disagree,Medium,High,30,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6624,370,Medium,No,High,High,Neutral,Medium,Low,63,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6625,691,Medium,Yes,Low,Low,Strongly Disagree,High,High,46,Medium,High,Medium,Disagree,High,57.8125
Service_ID : 6626,595,Low,No,Low,Low,Strongly Agree,Medium,Low,33,High,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 6627,21,Medium,Yes,High,Low,Strongly Agree,High,Low,39,Medium,Low,Low,Agree,Low,62.5
Service_ID : 6628,482,Medium,No,High,High,Disagree,High,Low,37,Medium,Low,Medium,Agree,Medium,60.9375
Service_ID : 6629,326,High,No,Medium,Low,Strongly Agree,Medium,Low,52,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6630,885,Low,No,Low,High,Agree,Medium,Medium,80,Medium,Medium,High,Neutral,Medium,67.1875
Service_ID : 6631,459,Medium,No,Low,Low,Disagree,Low,Low,6,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6632,223,High,Yes,Low,Medium,Strongly Disagree,Low,Medium,64,High,Low,Low,Disagree,Low,50.0
Service_ID : 6633,694,High,No,High,Low,Neutral,Medium,Low,44,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 6634,414,Medium,No,Low,Medium,Disagree,High,Low,69,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6635,394,High,No,Low,Low,Neutral,High,Low,51,Medium,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6636,919,High,No,High,Medium,Strongly Disagree,Low,Medium,92,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 6637,124,Low,No,Low,Low,Disagree,High,Low,13,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6638,201,Low,No,Low,Low,Neutral,High,Medium,57,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6639,495,Low,No,Low,Low,Neutral,High,Medium,37,High,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 6640,771,Low,Yes,Medium,Medium,Disagree,Low,Medium,88,Low,Low,High,Disagree,Low,59.375
Service_ID : 6641,928,Medium,Yes,Medium,High,Strongly Disagree,Medium,Medium,7,Medium,Medium,Low,Agree,High,57.8125
Service_ID : 6642,647,Medium,No,Low,Low,Agree,Low,Medium,74,Medium,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 6643,119,High,Yes,Low,Medium,Strongly Agree,Medium,High,37,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 6644,537,Medium,Yes,High,High,Neutral,Medium,Medium,22,Medium,Medium,Low,Strongly Agree,Low,76.5625
Service_ID : 6645,628,High,Yes,Medium,Medium,Disagree,Low,High,62,Low,Low,High,Agree,Low,71.875
Service_ID : 6646,938,High,No,Low,Low,Disagree,Low,High,9,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6647,367,Low,Yes,Low,Medium,Neutral,Medium,Low,43,Medium,Low,Low,Disagree,High,37.5
Service_ID : 6648,905,Low,No,High,Low,Disagree,Low,High,10,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6649,117,High,No,Medium,Medium,Strongly Agree,High,Medium,11,Low,High,Low,Neutral,Medium,65.625
Service_ID : 6650,215,Medium,No,Medium,Low,Disagree,Low,High,65,Medium,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 6651,489,Medium,No,Medium,Medium,Strongly Agree,Low,High,85,High,Low,High,Agree,Low,71.875
Service_ID : 6652,857,Medium,Yes,High,Medium,Agree,High,High,92,Low,High,High,Agree,Very Low,93.75
Service_ID : 6653,24,High,No,Low,Low,Neutral,High,High,46,Low,High,Low,Strongly Disagree,Medium,53.125
Service_ID : 6654,444,Low,Yes,High,Medium,Agree,Low,Medium,26,Medium,Low,Low,Agree,Low,62.5
Service_ID : 6655,984,Medium,Yes,Medium,Medium,Strongly Agree,Medium,High,63,Low,High,High,Agree,Low,87.5
Service_ID : 6656,292,Medium,Yes,Low,Medium,Agree,High,Low,45,High,Low,Low,Agree,Low,62.5
Service_ID : 6657,574,High,No,Low,Low,Disagree,Medium,High,60,Medium,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 6658,29,Medium,No,Medium,High,Strongly Agree,Medium,Medium,75,Low,Medium,Low,Neutral,Low,64.0625
Service_ID : 6659,233,Low,Yes,Medium,Low,Agree,High,Low,54,Low,Low,Low,Disagree,Low,50.0
Service_ID : 6660,742,Medium,No,Medium,Low,Neutral,Low,Medium,38,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6661,772,Low,No,Low,Low,Agree,Medium,Low,3,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6662,161,Medium,No,High,Low,Neutral,Low,Low,7,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6663,369,Low,Yes,Medium,High,Strongly Agree,Low,Medium,44,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 6664,494,High,No,Low,Low,Neutral,High,High,39,High,High,Medium,Neutral,Medium,70.3125
Service_ID : 6665,635,Medium,No,Medium,Low,Agree,Low,Medium,34,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6666,269,Medium,No,Low,Low,Disagree,Medium,Low,61,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 6667,620,High,Yes,Low,Low,Agree,High,High,38,Low,High,Medium,Disagree,Low,70.3125
Service_ID : 6668,830,Medium,Yes,High,High,Strongly Agree,Low,High,53,High,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 6669,169,Low,No,Medium,High,Disagree,Medium,Medium,50,High,Medium,Low,Neutral,Medium,57.8125
Service_ID : 6670,645,High,No,Low,Low,Disagree,High,Medium,26,High,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 6671,113,Medium,Yes,Low,Medium,Neutral,Medium,Medium,26,Low,Medium,Low,Disagree,High,45.3125
Service_ID : 6672,522,Medium,Yes,Low,Medium,Agree,High,Medium,14,High,High,Low,Agree,High,65.625
Service_ID : 6673,50,High,No,Low,Low,Disagree,Low,Low,48,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6674,251,Medium,Yes,Low,Low,Agree,Medium,Low,38,Medium,Low,Low,Disagree,High,37.5
Service_ID : 6675,713,High,No,High,High,Neutral,Medium,Medium,64,Medium,Medium,High,Agree,Low,79.6875
Service_ID : 6676,310,High,Yes,Medium,High,Strongly Disagree,High,High,29,Low,High,Low,Disagree,Low,65.625
Service_ID : 6677,801,High,Yes,Low,Medium,Disagree,High,High,65,Low,High,High,Disagree,Low,75.0
Service_ID : 6678,809,Medium,Yes,Low,Medium,Strongly Disagree,Medium,Medium,80,High,Medium,High,Disagree,Low,67.1875
Service_ID : 6679,484,Medium,Yes,High,Medium,Strongly Agree,Medium,Medium,26,Low,Medium,Low,Agree,Low,70.3125
Service_ID : 6680,113,Low,No,Low,High,Strongly Disagree,Low,High,3,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6681,164,Low,Yes,High,High,Disagree,Medium,High,83,Low,High,Low,Disagree,Low,65.625
Service_ID : 6682,372,Low,Yes,High,Medium,Disagree,Low,High,53,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 6683,789,Medium,Yes,Medium,High,Disagree,High,Medium,74,Medium,High,High,Agree,Low,87.5
Service_ID : 6684,592,High,No,Low,High,Neutral,High,Medium,98,High,High,High,Agree,Low,87.5
Service_ID : 6685,649,Low,No,Low,Medium,Disagree,Medium,Medium,30,High,Medium,Medium,Strongly Disagree,Very High,37.5
Service_ID : 6686,530,High,No,High,High,Disagree,Medium,Medium,76,Medium,Medium,High,Agree,Low,79.6875
Service_ID : 6687,591,Low,No,Low,High,Strongly Disagree,High,Medium,57,High,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 6688,678,Medium,Yes,Medium,Low,Agree,High,Low,49,High,Low,Medium,Agree,Low,67.1875
Service_ID : 6689,294,Medium,No,Low,Low,Agree,Medium,Medium,41,Medium,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 6690,330,High,No,High,Medium,Disagree,Low,Medium,65,Medium,Low,Medium,Agree,Medium,60.9375
Service_ID : 6691,123,Low,Yes,Low,Medium,Disagree,High,Medium,86,High,High,Low,Disagree,Low,65.625
Service_ID : 6692,620,Low,No,Medium,Medium,Agree,Low,Low,4,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 6693,64,Medium,Yes,Medium,Low,Disagree,Medium,Medium,65,Low,Medium,Low,Disagree,Low,57.8125
Service_ID : 6694,358,High,No,Medium,High,Strongly Disagree,Low,Medium,75,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6695,278,Medium,No,Medium,Low,Disagree,Medium,High,63,Medium,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 6696,449,High,Yes,Medium,Medium,Strongly Agree,High,Low,98,Low,Low,High,Agree,Very Low,78.125
Service_ID : 6697,734,Low,No,Low,High,Strongly Disagree,Medium,Medium,79,High,Medium,High,Strongly Disagree,Very High,42.1875
Service_ID : 6698,809,Low,No,Low,Low,Strongly Disagree,High,Low,39,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 6699,743,High,No,Medium,Medium,Disagree,Low,Medium,78,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 6700,498,High,No,Medium,Low,Neutral,Medium,High,43,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 6701,867,Medium,No,Low,High,Neutral,High,Low,10,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6702,668,Medium,No,Medium,Low,Strongly Agree,Medium,High,42,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 6703,558,High,No,Medium,Low,Disagree,Medium,Medium,16,Low,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 6704,384,High,Yes,High,Low,Strongly Agree,High,Medium,9,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 6705,121,Medium,No,High,Low,Agree,Medium,High,70,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 6706,258,Medium,No,Medium,High,Agree,Low,Low,5,Low,Low,Low,Neutral,Very High,37.5
Service_ID : 6707,940,Low,No,High,High,Strongly Agree,Medium,Medium,89,Medium,Medium,High,Agree,Low,79.6875
Service_ID : 6708,676,High,Yes,High,Medium,Strongly Disagree,Medium,Medium,86,Medium,Medium,High,Agree,Low,79.6875
Service_ID : 6709,653,Low,Yes,Medium,High,Neutral,High,High,75,High,High,High,Agree,Low,87.5
Service_ID : 6710,899,Low,No,Low,High,Neutral,High,Low,27,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 6711,681,Medium,Yes,High,Medium,Agree,Medium,Medium,72,Medium,Medium,High,Strongly Agree,Very Low,92.1875
